sample_id,prompt,original_text,human_text,attacked_text,z_score_original,z_score_attacked,is_watermarked_original,is_watermarked_attacked,num_tokens,generation_time,detection_time_original,detection_time_attacked
44,"Asparagus doesn’t have to be treated as a delicate, fragile thing, napped only with butter or creamy"," first couple of meals, but, after that, you need to mix up your preparation.

Some cooking times are best for cooking with asparagus, like, overnight, or if you want to get a head start on a fresh ba","ARIES (March 21-April 19): ""Everything is complicated,"" wrote poet Wallace Stevens. ""If that were not so, life and poetry and everything else would be a bore."" I hope you will choose his wisdom to ser","first couple of meals, but, after that, you need to mix up your preparation. Some cooking times are best for cooking with asparagus, like, overnight, or if you want to get in the coming weeks. It is h",6.390096504226938,2.2738101868796012,True,False,120,3.08217716217041,0.0006990432739257812,0.0005939006805419922
45,I read with amusement the concerns the Catholic bishop expressed over proposed health-care mandates ," have no benefit, in fact, they will cost Catholic hospitals and health plans dearly.

I also noted that even though I am a long-time supporter of free markets, I do not believe that contraception and","Free Shipping On All Beauty Products or Supplies Orders Over $34.00 at Planet Beauty in Santa Barbara. One coupon per customer per week. Excludes: Moroccan Oil, Natura Bisse, Kerastase, Bumble, Hair C","have no benefit, in fact, they will cost Catholic hospitals and health plans dearly. I also noted that even though I am a long-time supporter of free markets, I do not Barbara. One coupon per customer",7.48554161923727,3.3166247903554,True,False,120,2.9674854278564453,0.0005598068237304688,0.0004401206970214844
46,"TAKOMA PARK, Md. (WUSA9) -- A fifteen-year-old male from Takoma Park, Md. is being charged with poss"," Park Police say.

Takoma Park police responded around 10:05 a.m. Sunday to the 3400 block of Parkview Terrace Avenue.

According to police, an investigation led officers to the residence and discover","More social website jostling, as AOL upgrades and launches a beta version of AOL Pictures as a direct competitor to Flickr.
Flickr, if you’ve been hiding in a cave for the past few years, is the photo","More social website jostling, as AOL upgrades and launches a beta version of AOL Pictures as a direct competitor to Flickr. Flickr, if you’ve been hiding in a cave for the past few years, is the photo",6.7552448758970485,1.59111456835146,True,False,120,3.152913808822632,0.00055694580078125,0.0006189346313476562
47,The Ippolito 1845 winery comes by its name honestly: Vincenzo Ippolito stamped his initials on the c," well, offering a rich, full, and pure tannic style, along with a nicely balanced mineral and earthiness. You may have a hard time figuring out which are which, but rest assured there is something for",FLAGGED. A man who drives his wife to work on their motorcycle says he often gets stopped by enforcers because they think he drives for Angkas. This was because he and his wife have matching helmets t,"well, offering a rich, full, and pure tannic style, along with a nicely balanced mineral and earthiness. You may have a hard time figuring out which are which, but rest assured he drives for Angkas. T",7.302967433402215,3.753259453027346,True,False,120,3.1226212978363037,0.0007178783416748047,0.0004153251647949219
48,"63, of Hilo, died in Hilo on January 17, 2019. She was born in Waialua. Private services to be held."," Ora Kaupapa M. L. Kaupapa, son and daughter of E. O. Kaupapa and Lili'uokalani, died on January 17, 2019. He was the second son born. He died in Hawaii. Private services to be held. P.K.L.H. Kaupapa,","Les Beaucamps school in Guernsey is currently being considered as one of the potential sites for the States' two-school model of secondary education.
The island's new President of Education, Deputy Ma","Les Beaucamps school in Guernsey is currently being considered as one of the potential sites for the States' two-school model of secondary education. The island's new President of Education, Deputy Ma",6.7552448758970485,0.3592106040535498,True,False,120,2.913330078125,0.0004603862762451172,0.0005359649658203125
49,It is distressing to realize that The Times has descended into tabloid sleaze in Mike Penner's March," ""passion for sex"" rather than a serious addiction, the article refers to ""an anonymous 17-year-old boy,"" and implies that her desire for another boy was based on sexual excitement rather than addicti","St Georges Cathedral of First African Church, Ipaja Town has concluded plans to stage her centenary celebration from April 8-13 at the church cathedral in Ipaja, Lagos.
The chairman, planning committe","St Georges Cathedral of First African Church, Ipaja Town has concluded plans to stage her centenary celebration from April 8-13 at the church cathedral in Ipaja, Lagos. The chairman, planning committe",6.024948132556827,3.0310889132455356,True,False,120,3.0714356899261475,0.000579833984375,0.0006849765777587891
50,How did postal worker pull off a $100K money order scheme? Details from affidavit explains how posta," woman at the home and went into a residence.

Lansing – An investigation into the theft of more than $100,000 in cash from a bank vault in Detroit resulted in a 22 year old woman being indicted for s","LEXINGTON, Mass., Nov. 03, 2017 (GLOBE NEWSWIRE) -- Curis, Inc. (NASDAQ:CRIS), a biotechnology company focused on the development and commercialization of innovative and effective therapeutics for the","LEXINGTON, Mass., Nov. 03, 2017 (GLOBE NEWSWIRE) -- Curis, Inc. (NASDAQ:CRIS), a biotechnology company focused on the development and commercialization of innovative and effective therapeutics for the",6.572670690061993,3.256085723815897,True,False,120,3.023695707321167,0.0005366802215576172,0.0007181167602539062
51,Two ducks found frozen on ice were freed when a third duck called out for help. Two ducks had found ," Winnipeg on New Year's Day.

The incident took place in Winnipeg's East St. Paul River, a large frozen reservoir that stretches down through southern Winnipeg.

Three ducks, a geese, a duck with an i","Accra, July 20, GNA - The management of Mobile Telecommunications Network (MTN) on Tuesday presented the last batch of 28 Hyundai cars to winners of its ""90 days 90 cars Promotion"".
Mr Clement Asante,","Accra, July 20, GNA - The management of Mobile Telecommunications Network (MTN) on Tuesday presented the last batch of 28 Hyundai cars to winners of its ""90 days 90 cars Promotion"". Mr a geese, a duck",7.48554161923727,3.181980515339464,True,False,120,2.940711259841919,0.0007207393646240234,0.0005886554718017578
52,WASHINGTON — President-elect Barack Obama has vowed to close it. The international community has con," goodwill in the world, Obama chose instead a list of foreign woes, and a halfhearted plea to end it.

But if there was a clear intention for Mr. Obama on Christmas Day, his plan for the next six year","The first teaser trailer has been unveiled for the upcoming Pirates of the Caribbean: Dead Men Tell No Tales film.
Pirates Of The Caribbean: Dead Men Tell No Tales is due for release on May 26, 2017. ","goodwill in the world, Obama chose instead a list of foreign woes, and a halfhearted plea to end it. But if there was a clear intention for Mr. Obama on Christmas Day, his Depp return as Jack Sparrow,",7.302967433402215,2.739798077686293,True,False,120,2.9969871044158936,0.0005314350128173828,0.0006144046783447266
53,The biannual Antiques Show & Sale with appraisal clinic is this weekend at the Carson Valley Inn in ," a.m. to 4 p.m. Sunday. Admission and parking are free. For details, visit the club Facebook page.

The Minden Antiques Show & Sale began in 1946 and continues through this weekend. Admission and park","You may need to set aside some extra time if you use Metro's Green or Yellow line.
Train service was suspended on parts of the Green and Yellow line for a short time Monday morning due to late-clearin",You may need to set aside some extra time if you use Metro's Green or Yellow line. Train service was suspended on parts of the Green and Yellow line for a short time Monday morning due to late-clearin,5.8423739467217715,1.1627553482998907,True,False,120,3.061591625213623,0.0005192756652832031,0.0005006790161132812
54,LONDON (Reuters) - Uber’s new CEO Dara Khosrowshahi had a constructive meeting with London’s transpo," license for a year.

An Uber logo and a woman are seen in this photo illustration in Vienna, Austria October 17, 2017. REUTERS/Leonhard Foeger

The meeting was arranged with Transport for London (TfL","MEXICO CITY (AP) — Three children have drowned off Mexico's southern Pacific coast after an immigrant trafficker's boat capsized amid heavy rains.
The state government of the southern state of Chiapas",MEXICO CITY (AP) — Three children have drowned off Mexico's southern Pacific coast after an immigrant trafficker's boat capsized amid heavy rains. The state government of the southern state of Chiapas,4.929503017546495,2.3728949893812477,True,False,120,3.1330788135528564,0.0005269050598144531,0.0004961490631103516
55,"The daughters of boxing legend Muhammad Ali, Maryum and Hanna, say ""he's not in pain"" and has ""never"," Alzheimer's and Parkinson's, had died in a Chicago nursing home in a vegetative state.

The sisters, speaking to Reuters from a facility run by Ali's family in southern Missouri, have disputed that.
","What's The Fastest Boat Ever Made?
What you’re looking at above is a sportfishing boat that has a 6.2l V8 engine on the back. And next to that 6.2l V8 engine are three more identical engines. Total po",What's The Fastest Boat Ever Made? What you’re looking at above is a sportfishing boat that has a 6.2l V8 engine on the back. And next to that 6.2l V8 engine are three more identical engines. Total po,6.024948132556827,2.6111648393354674,True,False,120,3.040893077850342,0.0005679130554199219,0.0004949569702148438
56,Soquel High traveled to Monte Vista Christian School for their nonleague game Monday afternoon in Wa," Gabilan Division.

SANTA CRUZ

Santa Cruz will play at Pajaro Valley on Monday. Pajaro Valley will visit Scotts Valley.

Cabrillo lost to Archbishop Mitty in nonleague play.

Cabrillo will face Watso","Wildwood at Keowee... ""Where the living is casual and relaxed"". Today's buyers that plan to build new homes are searching for areas which take them back to nature. It's easy getting back to nature whe",Gabilan Division. SANTA CRUZ Santa Cruz will play at Pajaro Valley on Monday. Pajaro Valley will visit Scotts Valley. Cabrillo lost to Archbishop build your home at Wildwood. What you save purchasing ,6.390096504226938,2.3445110420178854,True,False,120,3.037905693054199,0.0004699230194091797,0.0005612373352050781
57,Bauchi State Governor Isa Yuguda has directed hospitals treating victims of last Friday’s explosion ," families and government and wished speedy recovery of victims.

The Governor, in a meeting with Bayan-Gari community leaders, security and community leaders in Mungu, which also addressed youths in t","BILLINGS- The Montana Rescue Mission announced Monday a familiar face as its new leader in a new partnership.
Matt Lundgren, the current director of the Friendship House in Billings, is the executive ","BILLINGS- The Montana Rescue Mission announced Monday a familiar face as its new leader in a new partnership. Matt Lundgren, the current director of the Friendship House in Billings, is the executive ",6.572670690061993,1.459992790176863,True,False,120,3.12003755569458,0.0005362033843994141,0.0006105899810791016
58,"""Handling Temper Tantrums and Sibling Rivalry"" - 6:30-8 p.m. Family Guidance & Outreach Center, No. "," & Sale. 9 a.m.-2 p.m. Rouses Market in Salado, with free admission for shoppers. 11 a.m.-4 p.m. Rouses Market in Salado, with free admission for shoppers. The First Friday Galleries open until 6 p.m.","Hey all, my name is Wollemi... I freestyle rap. I keep it fresh like Yo Gotti because I want to make it, don't mistake it.. I rake it. I don't jot, but I keep the flow hot. And I'm about spreading goo","& Sale. 9 a.m.-2 p.m. Rouses Market in Salado, with free admission for shoppers. 11 a.m.-4 p.m. Rouses Market in Salado, with free admission mistake it.. I rake it. I don't jot, but I keep the flow ho",6.937819061732104,2.5627265885317474,True,False,120,3.3156025409698486,0.0004608631134033203,0.0004487037658691406
59,The days of spending 20 minutes tapping out a five-word message are over. Meet the Xbox Chatpad. If , a rehash. The controller features remapped button presses in addition to a redesigned touchpad. The whole interface is faster. It works faster. But what kind of games will actually work with the Chat,"The Middle East Forum's Young Adult Division (YAD) is a network of young professionals between the ages of 18 and 40 years old with an interest in the Middle East and related topics.
YAD was launched ",The Middle East Forum's Young Adult Division (YAD) is a network of young professionals between the ages of 18 and 40 years old with an interest in the Middle East and related topics. YAD was launched ,6.207522318391883,1.8198699419201876,True,False,120,3.0201518535614014,0.0007052421569824219,0.0004801750183105469
60,Did the Library of Congress Just Follow GeekDad's Lead? If you still haven't started A Princess of M," now, if that copy is your best friend, and you have a sweet spot for Mars, I've got some awesome news. The Library of Congress just recently added a print copy that features the cover that first appe","Today Sony unveiled a new 2-in-1 USB Flash Drive that features both micro and normal USB 2.0 connectors. The new flash drive is designed to help consumers easily backup, share, and store files between","Today Sony unveiled a new 2-in-1 USB Flash Drive that features both micro and normal USB 2.0 connectors. The new flash drive is designed to help consumers easily backup, share, and store files between",6.390096504226938,2.5628464289109907,True,False,120,2.9963901042938232,0.0005421638488769531,0.0006973743438720703
61,"Posted by Barb ( on October 19, 2005. Brought to you by Citysearch. Posted by Renee W on May 23, 200"," pleased to present these free classes:

Are Your Animal Rights Needs Satisfied?

Are Your Animal Rights Needs Satisfied?

The cost to consumers of buying, handling and feeding domesticated animals - ","English Premier League Burnley v Newcastle (Singtel TV Ch102 & StarHub Ch227, tomorrow, 4am).
Sociedad v Celta (StarHub Ch213, tomorrow, 3.55am).
ABL HK Eastern v Macau Black Bears (StarHub Ch112/205 ","English Premier League Burnley v Newcastle (Singtel TV Ch102 & StarHub Ch227, tomorrow, 4am). Sociedad v Celta (StarHub Ch213, tomorrow, 3.55am). ABL HK Eastern v Macau Black Bears (StarHub Ch112/205 ",6.572670690061993,2.578633484881217,True,False,120,3.0596160888671875,0.0005414485931396484,0.0005578994750976562
62,John Polidora is an artist at Blizzard. You like Mercy's Halloween skin? He did the concept for that," lead character artist, he was asked to help create character concept art for new Heroes.   I doubt there is anyone on Blizzard that did concept art for any but Mercy and Li-Ming.
Just a quick follow ","Start your MINI FARM! NO HOA & NO RESTRICTIONS! Gorgeous 6.7+- acres with 2 ponds and mountain view! Back has fencing, 4 bdrms, 3.5 baths, +bonus room and has been remodeled w/new fixtures and fans, p","Start your MINI FARM! NO HOA & NO RESTRICTIONS! Gorgeous 6.7+- acres with 2 ponds and mountain view! Back has fencing, 4 bdrms, 3.5 baths, +bonus room and has been remodeled w/new fixtures and fans, p",7.302967433402215,3.970344615223767,True,False,120,3.0294833183288574,0.0005114078521728516,0.000629425048828125
63,Rapid growth in Las Vegas has caused tension between urban and rural areas about the strain on Nevad," over how to balance development and preservation.

The Colorado River Basin Project — a collection of water and power contracts with 24 Western states, Mexico, Canada and a couple of Central American",Enjoy the beautiful sunset view from this nice deep lot on St. Martins Point with a westerly big water view. The septic tank and drain field have already been installed which is a highly desirable fea,Enjoy the beautiful sunset view from this nice deep lot on St. Martins Point with a westerly big water view. The septic tank and drain field have already been installed which is a highly desirable fea,7.302967433402215,4.287464628562721,True,True,120,2.9617819786071777,0.0007216930389404297,0.0005602836608886719
64,"Originally a row of small, stone buildings, the inn was the center of a once busy mining town 50 mil"," a mill, a saw mill, and a lumberyard.

In August and September, 1934, a gold rush changed that. Gold was discovered in the town. Over the next four years, tens of thousands of miners arrived. Thousan","�A Moon Township man faces a slew of charges stemming from a drunken-driving arrest last Wednesday in Moon, township police reported.
Police said William T. Bronson, 21, of 412 College Park Drive drov","�A Moon Township man faces a slew of charges stemming from a drunken-driving arrest last Wednesday in Moon, township police reported. Police said William T. Bronson, 21, of 412 College Park Drive drov",7.12039324756716,3.1538461538461537,True,False,120,2.9905924797058105,0.0005331039428710938,0.0006287097930908203
65,(Reuters) - British Foreign Minister Jeremy Hunt dismissed as a sham the appearance on Russian state," and buy a chemical weapon, saying on Monday that both suspects have been detained in Moscow.

The men, a Russian citizen and a British citizen, denied a Moscow police claim that they had attempted to","The two Marlborough men hurt in a bicycle vs. motorcycle accident on Friday were listed in good condition yesterday at UMass Memorial Medical Center.
Police say Paul Shahood, 63, was on a motorcycle t","and buy a chemical weapon, saying on Monday that both suspects have been detained in Moscow. The men, a Russian citizen and a British citizen, denied a Moscow police claim that they had which 25-year-",7.302967433402215,1.5322617553657476,True,False,120,2.9588429927825928,0.0005860328674316406,0.0005838871002197266
66,"In a statement Friday, President Donald Trump declared victory after the ICC rejected a request to i",", so I guess I don't mind. It was a victory. I was wrong.

You read that correctly. The world court, which was created to prosecute those countries that have been violating international law for decad","EDINBURG — The Hidalgo County call center is activated and answering residents calls for assistance regarding weather related issues and sandbag distribution, according to a news release. Residents ca","EDINBURG — The Hidalgo County call center is activated and answering residents calls for assistance regarding weather related issues and sandbag distribution, according to a news release. Residents ca",8.033264176742437,2.1213203435596424,True,False,120,2.9456825256347656,0.000522613525390625,0.0005424022674560547
67,"Jalen Ramsey (pictured) and Tashaun Gipson did not practice Wednesday and Thursday, but were limited"," backs after star cornerback Jalen Ramsey and safety Tashaun Gipson did not practice on Wednesday and Thursday but both were limited participants Friday.

Ramsey is working his way back from a groin i","GREER, SC-- Dustin Dewayne Anders, 21, of 124 Skyland Circle, died August 24, 2007.
A native of Greenville County, son of Albert Anders of Greer and Curtis Anders and Teresa Redden of Greer, he was a ",backs after star cornerback Jalen Ramsey and safety Tashaun Gipson did not practice on Wednesday and Thursday but both were limited participants Friday. Ramsey is working his way back from a groin a s,4.016632088371218,-0.07235746052924216,True,False,120,3.127661943435669,0.0007014274597167969,0.0007240772247314453
68,WANT to find out more about kids' radio programs in your area? There are a few things you can do. Si," your local public station and find out which stations play the shows. Then head over to www.krdram.org and visit with these stations and hear what kind of program you can listen to for free.

And if ","WEST DES MOINES, Iowa -- A family-run business in West Des Moines is celebrating a big anniversary Saturday.
Sisters in Valley Junction is celebrating 35 years in business. The boutique shop is run by","your local public station and find out which stations play the shows. Then head over to www.krdram.org and visit with these stations and hear what kind of Davis and Greta McCarty, who took it over fro",6.207522318391883,0.17541160386140586,True,False,120,2.9867067337036133,0.0005028247833251953,0.0005083084106445312
69,Thanks for hanging out and thank you for your continued support of Deadspin. Sorry if you were just ," of downtime.  PS - Also, if that happened, do yourselves a favor and go back and upvote every article until all the content on that site is restored.
So long, and thanks for all the fish.","Bill Maher delivered a scathing review of President Donald Trump's Rose Garden speech Friday, branding the appearance ""crackers.""
&quot;Barack Obama knew about this from day one,&quot; diGenova mainta","Bill Maher delivered a scathing review of President Donald Trump's Rose Garden speech Friday, branding the appearance ""crackers."" &quot;Barack Obama knew about this from day one,&quot; that site is re",4.323064756499593,0.8017837257372732,True,False,45,0.9981024265289307,0.0003523826599121094,0.0003459453582763672
70,"Prior to the shooting death of Const. Daniel Woodall on June 8, 2015, the last murder of an Edmonton"," was killed in a violent, premeditated attack in south Edmonton.

The Edmonton Police Association said in a release that while police are working hard on reforms, they have serious concerns about staf","John Elworthy, editor of sister titles the Wisbech Standard and Cambs Times, takes over as editor of the Ely Standard.
Archant Herts & Cambs said commercial director Amanda Davison-Young said: ‘We tha","was killed in a violent, premeditated attack in south Edmonton. The Edmonton Police Association said in a release that while police are working hard on reforms, they have serious concerns about staffi",7.058578427117228,1.8371173070873836,True,False,119,3.050790786743164,0.0005714893341064453,0.00045371055603027344
71,"TRENTON, N.J. – New Jersey has approved a request from a national atheist group&apos;s president for"," Commission gave preliminary approval for a license plate that read, ""atheist"" and included the words, in bold script, on Monday.

Advertisement

In a letter sent late last week, Jonathan Samet, natio","What time VSKP-KRPU BI-WEEKLY INTER depart from VISAKHAPATNAM Railway Station?
VSKP-KRPU BI-WEEKLY INTER (18512) departs from VISAKHAPATNAM Railway Station at 13:50.
How much time VSKP-KRPU BI-WEEKLY ",What time VSKP-KRPU BI-WEEKLY INTER depart from VISAKHAPATNAM Railway Station? VSKP-KRPU BI-WEEKLY INTER (18512) departs from VISAKHAPATNAM Railway Station at 13:50. How much time VSKP-KRPU BI-WEEKLY ,5.659799760886717,-0.15161960871578067,True,False,120,3.0838816165924072,0.0005862712860107422,0.0005161762237548828
72,The Secretary-General strongly condemns the terrorist bombings today in Brussels. He extends his hea," of Belgium in this terrible ordeal.

In an effort to help victims and bring perpetrators to justice, I will be meeting with the Government tomorrow to brief them on the ongoing investigation, includi",Beautiful 4 bedroom 2 bath Cape Cod style home located in the desirable Northwoods Park neighborhood. This home is within walking distance to neighborhood schools and is within a short commute to Camp,"of Belgium in this terrible ordeal. In an effort to help victims and bring perpetrators to justice, I will be meeting with the Government tomorrow to brief them on the ongoing investigation, including",5.294651389216606,2.9162346919891515,True,False,120,2.972788095474243,0.0005729198455810547,0.00047397613525390625
73,I'm not sure what you'd call this series. The Powerpuff Women sounds...weird. But whatever they'd ca," shown you his lovely work on - has just released a concept for a brand new Powerpuff Women series. For the record, these characters don't have big boobs and luscious hair.

Lau hopes that if you show","A waitress in Arizona – who is nine months pregnant and is expecting some big medical bills – was touched to the point of tears when she received a massive 1,468 percent tip from two unidentified cust","shown you his lovely work on - has just released a concept for a brand new Powerpuff Women series. For the record, these characters don't have big boobs and luscious hair. received the $900 gratuity o",7.850689990907381,0.9486832980505138,True,False,120,3.1037919521331787,0.000507354736328125,0.0005843639373779297
74,"weeks at C$1.2976, traded in a range of C$1.2984 to C$1.3027. start of the week, the most since Apri"," cents, traded in a range of C$1.2948 and C$1.3034. The TSX opened with solid gains, rising 57.8 points higher. The US Dollar index rose 17.8 points, while gold, traded in a range of US$1,309.5 to US$",This is great. The geniuses at People Magazine stitched together pictures of celebrities posing with younger versions of themselves. Think Oscar winner Matthew McConaughey was always such a fine actor,"cents, traded in a range of C$1.2948 and C$1.3034. The TSX opened with solid gains, rising 57.8 points haircut! Only remember Leonardo DiCaprio and Christian Bale as superbly talented? They were once ",6.572670690061993,1.403292830891247,True,False,120,3.2019457817077637,0.0004546642303466797,0.0004975795745849609
75,Have you been thinking about buying an electric car? This may get you more energized. State legislat," a meeting with legislators and utility representatives, Mike Hagan, President, Solar Alliance of Texas says that there are a number of things that make electric cars attractive.

Hagan says, ""There a","FRANKFURT (Reuters) - E.ON expects a planned British retail energy joint venture between Innogy’s npower and SSE to go ahead despite intensifying regulatory scrutiny, Chief Financial Officer Marc Spie","FRANKFURT (Reuters) - E.ON expects a planned British retail energy joint venture between Innogy’s npower and SSE to go ahead despite intensifying regulatory scrutiny, Chief Financial Officer Marc Spie",6.937819061732104,0.0,True,False,120,2.9784505367279053,0.0006456375122070312,0.0006959438323974609
76,I frankly don't see how that problem can be solved. It's like the First Contact problem (Alice and B," friend, to prove to them).
Agree. I guess a more realistic answer is for someone to show them that the value of any number between 1 and 100 billion isn't zero, but is bounded and that a probability ","Paradise will see an influx of Beavers today for the Scouts Canada Eastern Avalon 2018 Beaveree.
Some 350 Beaver Scouts from across the region will meet at Paradise Park today for the Jamboree-style e","Paradise will see an influx of Beavers today for the Scouts Canada Eastern Avalon 2018 Beaveree. Some 350 Beaver Scouts from across the region will meet at 1 and 100 billion isn't zero, but is bounded",3.6663142889169062,0.8164965809277261,False,False,86,1.9625921249389648,0.00044035911560058594,0.0004410743713378906
77,Big Time View! This .54 acre tract is just mins from I40 and even closer to Hurricane Marina. Lot ha," the corner are plenty of possibilities with a variety of uses, including a workshop and a home.

Homesite features:

* Private, secluded back yard

* Very wooded, but with views to the east.

* One l","Sometime algorithms just don't cut it.
YouTube says it's hiring more people to help curb videos that violate its policies.
YouTube CEO Susan Wojcicki says ""some bad actors are exploiting"" the Google-o","Sometime algorithms just don't cut it. YouTube says it's hiring more people to help curb videos that violate its policies. YouTube CEO Susan Wojcicki says ""some bad actors are exploiting"" the Google-o",8.763560920082657,0.8951673046482753,True,False,120,2.9828851222991943,0.0005042552947998047,0.0006062984466552734
78,"SCOTTSDALE, Ariz. — Police have arrested six people in connection with an Arizona drug investigation", a street gang in Scottsdale.,(entertainmentwise.com) - Beyonce and Jay-Z have reportedly hit a rocky patch in their four-month marriage - because the Bootylicious star wants to put her career before starting a family.The couple t,(entertainmentwise.com) - Beyonce and Jay-Z have reportedly hit a rocky patch in their four-month marriage - because the Bootylicious star wants to put her career before starting a family.The couple t,1.414213562373095,1.0,False,False,8,0.1896061897277832,0.00028061866760253906,0.0005900859832763672
79,"We've got what we need now, thank you very much, so all this Yahoo talk can cease. That's what Micro"," Street.

In a roundtable discussion on Monday, Mehdi made an appeal for Microsoft to sell a subscription service, which would presumably bring in additional money.

But Yahoo, which has long been con","Be the bearer of good - and delicious - tidings with these gifts.
7. Sweet Love. The Ritz-Carlton's new pastry chef Benjamin Siwek was inspired by his childhood in France to create this ""Love"" logcake","Be the bearer of good - and delicious - tidings with these gifts. 7. Sweet Love. considered a competitor for Microsoft, rejected Mehdi's proposal, saying it was focusing on users and content rather th",7.850689990907381,3.4219405926104036,True,False,120,3.0125725269317627,0.0005447864532470703,0.0004215240478515625
80,VIENNA (AP) — The U.N. nuclear agency says its experts have again failed to dent Iran’s refusal to c," program years ago.

The agency’s latest confidential assessment says the mission failed to get credible answers on specific questions, notably about past work and a program to make a chemical weapon.","Central European Media Enterprises Ltd. CETV, -0.25% said Monday its board has decided to review its strategic alternatives, including a possible sale of the company. The media and entertainment compa","program years ago. The agency’s latest confidential assessment says the mission failed to get credible answers on specific questions, notably about past work and a program to make a chemical weapon. i",5.8423739467217715,3.700850753042643,True,False,120,3.0656514167785645,0.0005419254302978516,0.0005376338958740234
81,"PUTNAM, Conn. — Putnam got off to a fast start and raced past Wheeler High, 72-46, in an ECC Divisio"," with 17 points.

The Panthers are now 3-4 on the year and 3-1 in ECC play.

The Panthers get another week off.

In other games Tuesday:

Canton, 25, Trumbull, 24 — Trumbull led just 9-8 at halftime. ","The owner of a Lexington Domino's says he expects to do three or four times his normal business on Super Bowl Sunday.
You might be done unwrapping gifts, but what if someone missed the mark?
Nearly tw","The owner of a Lexington Domino's says he expects to do three or four times his normal business on Super Bowl Sunday. You might be done unwrapping games Tuesday: Canton, 25, Trumbull, 24 — Trumbull le",5.8423739467217715,1.2451741707874968,True,False,120,3.0601420402526855,0.0006363391876220703,0.00045752525329589844
82,Or perhaps you’ve been uneasy yourself about the way your child has been interacting with another ch," one strikes a nerve. Maybe there are a few red flags that you missed, or perhaps a conversation with a parent, friend, or therapist may help.

This article will list a few red flags you may have miss","An FBI agent issuing a search warrant for a man wanted for murder was shot in an apartment in Las Vegas on Tuesday evening, KTNV 13 reports.
The agent, who has not yet been identified, was wearing a p","An FBI agent issuing a search warrant for a man wanted for murder was shot in an apartment in Las Vegas on Tuesday evening, KTNV 13 reports. The agent, who has not list a few red flags you may have mi",7.302967433402215,2.1263507521967115,True,False,120,2.9837162494659424,0.0005540847778320312,0.0004603862762451172
83,But analysts at Barclays analysts flagged concerns the wireless operator’s quarterly profit could dr," at $1 billion a month through next year, are expensive.

Investors are focused on Sprint for signs that it is making enough profit, and on Wall Street for signs that the company will pay a higher div","News items related to DMD DataTrac Suite as issued by the Send2Press Newswire service on behalf of the noted news source.
SAN DIEGO, Calif. (SEND2PRESS NEWSWIRE) — Del Mar DataTrac (DMD), the leading ","at $1 billion a month through next year, are expensive. Investors are focused on Sprint for signs that it is making enough profit, and on Wall Street for signs Calif. (SEND2PRESS NEWSWIRE) — Del Mar D",6.024948132556827,1.8198699419201876,True,False,120,3.0266506671905518,0.0005235671997070312,0.0004932880401611328
84,"The IRA has been giving the Palestinians a few lessons in terrorism, a British explosives expert wor"," while Palestinian fighters have a solid strategy, “other Palestinian groups have an ability to improvise.”

Rafael Azoulay, a former artillery specialist, gave a long and detailed account of his expe","Would you kiss a dog?
Heart Breakfast - answering the big questions... like, ""Would you kiss a dog?""
Charlie's Boyfriend loves a good snog... the problem is, it's not with her - it's with a dog!
Debra","Would you kiss a dog? Heart Breakfast - answering the big questions... like, ""Would you kiss a dog?"" Charlie's Boyfriend loves a good snog... the problem is, it's not with her - it's with a dog! Debra",5.659799760886717,0.32025630761017426,True,False,120,2.96240234375,0.0005471706390380859,0.0005648136138916016
85,The Iowa State women will try to close out the home season with a victory on Thursday when they take," Iowa State, which finished the regular season with a 24-10 record.

IOWA STATE (26-6, 9-4 Big 12) AT COLORADO (15-12, 7-6)

Thursday, Hinkle Fieldhouse, 4 p.m. Central

TV/Radio: FS1/KRNT

The Cyclon","Let’s be Brilliant in 2018!
Do you live & breathe travel? Do you want the freedom and flexibility of working from home? Do you want to build personal relationships with clients and become their very o",Let’s be Brilliant in 2018! Do you live & breathe travel? Do you want the freedom and flexibility of working from home? Do you want to build personal relationships with clients and become their very o,3.8340579025361627,1.158648244043315,False,False,120,2.9372503757476807,0.0006670951843261719,0.0006170272827148438
86,"I'd like to say a few words about the B&Bs; advertised in The Times. They are, for the most part, ex"," for parking and any amenities, one simply does not get enough value for the money.

Many, many thanks,
The Rieger family

I like the idea of walking into any bed and breakfast, and looking through th","The women’s U.S. gymnastic team is expected to bring home the gold from the Olympic Games in Rio de Janeiro this summer, and apparently Tumblr users are taking on the task of reporting the sport where","The women’s U.S. gymnastic team is expected to bring home the gold from the Olympic Games in Rio de Janeiro this summer, and apparently Tumblr users are taking on the task of reporting the sport where",7.12039324756716,2.5733338773067302,True,False,120,3.0676109790802,0.0005180835723876953,0.0005307197570800781
87,The following incidents were reported to the Niceville Police Department in recent days. - A man tol," friend. He discovered a fire in a dumpster. He attempted to extinguish the fire, and after several attempts was able to do so. The fire department responded and extinguished the fire. Police reported","of The Drew Carey Show at 8 p.m. and Whose Line Is It Anyway? at 8:30 p.m.
usual Monday-night comedy lineup and CSI: Crime Scene Investigation.
adults 18 through 49 and 18 through 34.
Adults 18 throug",of The Drew Carey Show at 8 p.m. and Whose Line Is It Anyway? at 8:30 p.m. usual Monday-night comedy lineup and CSI: Crime Scene Investigation. adults 18 through 49 and 18 through 34. Adults 18 throug,6.572670690061993,4.959182990670877,True,True,120,2.969616651535034,0.0005331039428710938,0.0004699230194091797
